Month Year,Month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Mariana Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Oct-01,Oct,23088,5278,15246,18324,76958,43020,10892,2192,1,38217,38250,20,820,8371,53613,22702,10661,11160,24942,21704,9346,6,11151,7727,46270,29004,16380,24876,9769,6270,5235,6886,4722,9292,24704,33010,4972,33599,17707,13958,63468,738,1510,13440,6613,24095,72476,7336,3054,0,23054,20541,17649,25423,3340
Nov-01,Nov,28049,3478,12832,21699,78910,35152,9119,2166,2,32050,32523,38,664,6666,53751,21780,11418,12580,28614,21112,5010,0,11327,6993,44550,15991,21545,23866,6244,5835,4257,5158,4829,8083,21675,33064,3397,40008,18529,12373,63805,719,1062,13789,4623,27264,68854,6799,2503,0,23635,14250,19121,21370,3079
Dec-01,Dec,34469,3666,16351,21128,85476,40529,8698,2477,1,36702,44831,31,713,7612,49225,21293,12122,12684,32626,25195,4943,0,10387,7673,38716,17619,23197,26609,7286,6230,6030,4874,4516,9276,18110,39498,3260,37749,21136,16028,57465,645,946,19101,4858,32906,86321,9795,2040,0,27163,16810,16578,17698,4006
Jan-00,Jan,17860,2149,12192,12592,57800,23614,7661,1057,4,21069,29933,23,576,5284,39273,14663,8619,7987,17459,12767,2606,0,5758,2578,21227,10104,12200,14172,4407,3196,4238,2753,2614,6299,10957,23910,1834,20200,11957,9658,35120,247,774,9905,1997,18928,48626,4611,1123,0,13636,9171,8589,10368,2508
Feb-00,Feb,19309,2620,13882,16075,58905,24812,7645,1133,1,22271,34114,16,511,6340,38528,14732,7661,8219,21621,13280,2723,0,6566,2825,21793,12752,15169,16933,5301,3284,4432,2694,2778,7687,11106,27125,2099,24204,14972,11551,37931,418,853,11851,2288,21178,52861,5831,1590,0,15794,10534,11546,13013,2956
Mar-00,Mar,17001,3054,14125,13984,64895,27658,8787,1251,2,21673,30832,23,574,6711,44109,15093,7994,8355,19364,12336,3514,0,7482,3547,25935,17218,12341,16401,6002,3531,4424,3362,3267,7724,12957,24942,2656,24696,12702,12475,48600,620,939,10773,2500,19940,51666,5549,1961,0,17908,11763,10855,16615,3047
Apr-00,Apr,13017,3432,11946,10908,65796,21778,7021,1108,3,18712,21741,15,419,6281,34673,13284,5501,5896,16387,9776,2966,0,7440,3600,22333,14781,9147,14225,5744,2650,3963,3115,2986,6240,12524,18841,2498,21170,11516,10993,39189,406,784,7565,2300,14344,42204,4379,1708,0,13361,9711,9255,14441,2563
May-00,May,11832,3069,10782,9462,62909,17670,6932,870,2,18427,19557,18,452,5278,30664,11238,4179,5493,12913,9066,2434,2,5508,2673,18250,10317,8458,10574,5222,2202,3799,2498,2746,5759,10157,16974,1948,15379,9323,9236,32796,425,669,6810,1901,12968,41947,4006,1222,0,11352,8880,7143,9928,2202
Jun-00,Jun,12944,2959,10755,9758,64614,20632,6779,880,0,18875,20972,22,489,5350,28722,13005,4003,5205,13879,9653,2406,0,5364,5311,18150,10808,9220,11085,5328,2137,3611,2697,2934,6040,9527,17839,1973,15730,10371,9375,31442,454,682,7483,1905,12596,42043,3964,1130,0,11129,8910,7397,9160,2339
Jul-00,Jul,12451,3259,10557,9266,60311,19290,6172,912,1,17903,21094,30,574,5189,27627,11283,3875,5153,13354,10187,2686,0,5403,5133,19471,10839,9271,10612,4646,2329,3585,2775,2574,5401,10067,17014,1904,14878,9467,8159,31171,374,595,7514,2094,16221,45518,3953,1206,0,11886,9156,7743,9498,2267
Aug-00,Aug,16404,3842,12126,12734,63724,25582,7379,1042,1,21096,26402,22,651,6093,42307,14154,5660,6776,18049,13738,3651,0,6441,6178,22187,17129,13038,13907,5561,3197,3738,3266,3049,6678,13188,23641,2931,20887,11635,10244,34999,546,699,11491,3181,19449,59994,5111,1544,0,13970,11248,9060,14009,2765
Sep-00,Sep,19885,3553,12278,15732,59837,28974,6702,1275,0,21001,29985,23,726,8558,37925,16661,7692,8008,20108,17801,5814,7,7892,5253,32946,25944,14049,16137,7916,4234,4303,4217,3014,7268,17307,23661,4236,24115,13080,15228,41872,487,754,11329,4695,19087,65110,7019,2231,0,16397,13685,12058,22239,3838
Oct-00,Oct,19647,5136,12289,17174,62588,30224,7838,1612,0,23888,33658,26,630,7606,43841,18026,10620,10516,21371,19434,7569,0,8461,6334,33831,25793,15286,21208,8972,6470,3991,4585,3278,8509,19620,26848,4742,25035,14820,11427,48477,458,867,11497,6187,20079,62872,6522,2688,0,17457,14792,13650,24736,3178
Nov-00,Nov,27199,2926,11402,22007,74834,29512,7360,2002,3,26210,34476,24,539,6372,42378,21201,11298,12176,25539,21321,4343,4,9620,6017,35147,15027,21595,22725,5138,5671,3845,4180,4110,7173,19475,31520,2849,34890,17563,11332,54089,388,957,13827,3717,26567,66996,5848,2181,0,21270,11741,16591,20647,2725
Dec-00,Dec,34362,3960,15929,19936,98293,37766,7310,2205,0,34910,49593,37,468,8076,39724,18979,10694,12932,29852,25347,4316,0,8374,5394,29391,14388,24206,23599,6878,5924,5878,3978,3756,9256,17089,38569,2688,32981,19582,15658,45608,478,841,18573,3958,33316,83133,10627,1716,0,24348,14664,14371,15838,3907
Jan-99,Jan,18049,2278,12859,11953,56953,19503,6265,1128,1,18999,20860,2,262,5080,35459,15337,8162,8023,17909,12849,2319,,6031,843,16046,6724,12436,13490,4276,3159,4724,1464,2498,6671,10897,21771,1340,16731,12089,9612,32267,402,834,9543,1389,18473,50992,5055,1043,0,14009,8695,8260,7780,2180
Feb-99,Feb,20583,2413,14546,15348,57471,22239,8069,1077,3,22252,36251,7,327,5480,38449,15961,7222,7694,22311,14060,2745,,6602,1016,20335,9473,15882,16814,5009,3172,4869,1465,2616,7686,13144,25866,1600,23524,14651,11276,39417,338,786,12565,1685,23304,55148,5933,1668,0,16053,9383,11206,10578,2643
Mar-99,Mar,19424,3206,14992,13720,68327,17287,7877,1314,2,23492,33756,6,447,6357,43089,16938,7691,8992,20740,14239,3379,,10579,1593,25251,13747,13857,17567,6106,3475,5363,1865,3283,8341,17668,25738,2055,24939,13343,13267,51500,445,925,12282,1852,23035,54096,6021,1941,0,17193,10551,10867,14891,2776
Apr-99,Apr,14823,3931,14575,11521,62654,11739,9111,1081,2,19219,26828,2,476,6507,38343,16525,6029,6682,17439,10733,2765,,6116,1766,21994,12274,10735,15281,5844,2859,4785,2940,3026,7082,17394,19965,1748,22586,12221,12486,43248,363,806,9358,1783,17000,45727,5987,1599,0,13933,9229,9908,14936,2702
May-99,May,14043,3278,13186,10105,61497,10605,8202,1095,1,18891,25163,3,343,5677,32377,15176,4412,5975,13777,10248,2490,,5091,1449,18959,9467,9395,11831,5203,2389,4667,2779,2719,6475,14696,17945,1747,18019,10631,11186,36831,435,762,8808,1491,15515,44247,5333,1156,0,13730,9134,7361,10694,2531
Jun-99,Jun,14651,3201,12575,10518,65298,10842,6931,918,1,19383,24957,14,432,5166,31962,14030,4433,6027,14373,11232,2256,,5438,1542,17867,9734,9781,11666,5236,2357,4520,2504,2743,6806,11237,18957,1621,16514,10679,11036,34503,376,719,8670,1464,16197,46105,4393,1142,0,13169,9520,7481,9133,2602
Jul-99,Jul,14795,3744,13032,10897,65646,10758,4940,901,2,20004,25560,12,492,6015,29826,12594,4152,6148,15838,12224,2758,,5564,1735,18442,10093,11045,11503,5173,2458,4521,2944,2751,6546,9838,18917,1947,17398,10499,11891,35319,357,749,9706,1773,17775,50160,4538,1320,0,14252,9308,8507,9754,2513
Aug-99,Aug,17095,4243,13491,13582,70183,20607,6899,1270,2,20093,30659,22,462,6435,38023,15226,5841,7834,18205,14292,4036,38,6157,2045,23906,18249,13121,14727,5995,3534,4839,3514,3122,7147,13126,23651,2710,22262,12145,11452,43037,449,837,11834,2730,19662,57184,5330,1752,0,15158,10532,9226,13962,3047
Sep-99,Sep,20181,3623,14141,17580,70519,25084,6599,1508,0,20399,33203,32,451,8510,42852,15027,8224,8454,19990,19591,6213,0,7221,2344,31658,25704,14959,17471,7592,4628,5328,4198,3058,7656,17319,24381,4149,25418,13797,15553,45129,540,860,12646,3959,19384,65731,7355,2603,0,17429,12125,11904,21306,3724
Oct-99,Oct,22484,5723,14916,19388,77927,32436,7326,1930,5,25667,42171,20,414,8614,49471,19328,11017,11495,23993,21964,8503,0,9070,3332,35334,26815,18299,23087,9588,6563,5044,4974,3650,9754,20254,29922,4745,29770,16106,13688,56297,513,1102,12889,5524,23761,68080,8016,3129,0,20783,15494,16359,24664,3524
Nov-99,Nov,29445,3169,13714,23946,90391,30811,6614,2403,0,28490,41109,23,566,6794,53201,22242,10984,13783,28229,23991,4744,13,11506,3151,39395,17026,23713,24418,5777,6204,5350,4288,4468,8119,20639,34673,2885,38940,19020,18094,66033,480,1072,15056,3713,28471,70540,7607,2440,0,23033,11957,17481,22690,2993
Dec-99,Dec,41183,4264,21521,26058,136278,45397,8376,2969,2,42811,69293,27,671,9279,51796,24798,14055,15001,35408,30592,4952,0,12006,3498,38582,18623,28891,28781,7228,7161,8365,4776,4667,12123,20415,47921,3317,41496,24255,20817,57974,492,1225,22136,3964,41637,102015,12150,2425,0,29812,17746,15911,18952,4241
Nov-98,Nov,1062,145,379,589,2101,622,80,55,0,812,62,0,28,176,22,347,482,398,840,799,100,,318,43,1025,319,784,578,201,186,159,55,77,211,319,1310,58,952,633,344,17,2,38,6,74,107,2794,267,59,0,24,361,408,241,107
Dec-98,Dec,35506,3840,17074,21163,65344,23176,6790,2080,0,31529,3757,9,403,7163,41455,22171,14168,11988,31029,26843,4006,,8689,1400,29571,11797,25313,23509,6205,6469,6280,2387,3718,8822,14417,37633,2379,31529,19442,13680,48300,511,1021,9559,2677,24666,79605,10415,2057,0,25170,11641,13786,15201,3379
